HRname,companyInfo,companyName,education,expirence,info_url,jobname,salary,workAddress,workRequire
李先生,科学技术文献出版社是国家中央级综合性科技出版机构，隶属于中华人民共和国科学技术部。出版社自1973年成立以来，本着我们所有的努力都是为了使您增长知识和才干的信条，精心打造了医药卫生、农业科学、电子技术、实用技术、文化教育、科技政策与管理、信息科学等各方面的精品图书8 000余种，并且不断开辟旅游、建,科技文献,本科,3-5年,https://www.zhipin.com/job_detail/f0e094af9c63539a1XNz29i6FlM~.html,数据挖掘,15k-30k,北京科学技术文献出版社,"任职资格:1.  全日制本科及以上计算机或数学等相关专业毕业，3年以上大数据工作经验；有医疗大数据分析经验优先。2、熟悉大数据生态技术：有Hadoop、Zookeeper、HBase、Hive、Flume、Kafka、Sqoop、Spark等实际项目经验。3、熟悉分布式系统的设计和应用，熟悉负载均衡、缓存和高可用机制的实现，熟悉Linux操作系统，具备在Linux上开发、部署、调优Hadoop生态环境项目经验。4、熟悉常用的数据结构和算法，了解各种建模方法， 熟悉Oracle、MySql等常用关系数据库，以及MongoDB、Redis等NoSQL数据库，熟悉结构化和非结构化建模，具有丰富的数据库设计经验。5、具有良好的编程基础，掌握C/C++/Java/PHP等至少一门高级编程语言，熟悉分布式网络开发、RPC开发框架者优先；有平台化实施经验者，有大数据量、高并发系统和大型服务器构建经验者优先。6、具备较强的逻辑思维能力，责任心强，对数据严谨，能承受工作压力、有良好的团队合作精神。岗位职责：1、深入了解业务，构建业务数据模型、业务分析指标体系，评估业务进展、剖析业务问题，提供数据分析和决策支持；2、对用户行为进行数据分析，发现现象和规律，挖掘业务问题与路径机会，推进业务改进；3、参与医疗慢病管理体系的规划建设，包括数据采集、ETL处理、数据仓库、数据挖掘，数据可视化相关模块的研发；4、负责业务建模和数据分析方向前沿技术的调研。
                            一支年轻的团队，我们的目标是移动医疗，目前切入点是慢病管理。团队里有医学专业背景成员；有互联网背景成员；我们还有其他同类业务团队所没有的资源和成员。
                                    科学技术文献出版社是国家中央级综合性科技出版机构，隶属于中华人民共和国科学技术部。出版社自1973年成立以来，本着我们所有的努力都是为了使您增长知识和才干的信条，精心打造了医药卫生、农业科学、电子技术、实用技术、文化教育、科技政策与管理、信息科学等各方面的精品图书8 000余种，并且不断开辟旅游、建"
黄女士,京东数字科技的前身是京东金融。2018年11月，京东金融品牌升级为京东数字科技，旗下包括京东金融、京东城市、京东农牧、京东钼媒、京东少东家五大子品牌。,京东数字科技,本科,5-10年,https://www.zhipin.com/job_detail/01cfa6dffe7bdd4c1HB53t-7E1s~.html,数据挖掘专家,20k-40k,北京大兴区京东集团总部A座,"岗位职责：1、深入理解企业端数据，应用机器学习，统计分析等工具对海量的金融数据进行挖掘，发现潜在关系并指导业务发展；2、与ESU各条业务线密切配合，基于其对数据挖掘的述求（风控/征信/营销），提供相关领域的数据解决方案； 3、研究分析业内智能算法平台产品，优化技术方案，改进产品功能。最终将该能力应用到企业信用，客户营销，企业信贷等方向。岗位要求：1、数学、统计、计算机等相关专业硕士及以上学历； 2、三年以上海量数据下机器学习和算法实施相关工作经验，对数据有敏锐的洞察力；3、熟悉python或者R进行数据处理和数据分析；4、有小微信贷、征信、风险防控等领域经验的优先考虑。
                            
                                    京东数字科技的前身是京东金融。2018年11月，京东金融品牌升级为京东数字科技，旗下包括京东金融、京东城市、京东农牧、京东钼媒、京东少东家五大子品牌。    京东数字科技的经营宗旨是用数字科技连接金融和实体产业，助力产业提升互联网化、数字化、智能化水平，推动实体经济的发展，创造社会价值。"
陈女士,* SmartX 做什么,SmartX,本科,经验不限,https://www.zhipin.com/job_detail/e02a8d87d618c8aa1XZ42dW7EVo~.html,高级后端开发工程师,20k-40k,北京海淀区盈都大厦A座8层,"企业级软件不仅可以提供稳定，可靠的服务，还能够提供强大的信息收集和处理系统，用于展现集群当前的运行情况，历史信息统计，帮助分析和定位系统中出现的问题，提前预防故障的发生。作为集群管理方向的软件工程师，你将负责打造可以支撑百万级监控指标的管理系统，并配合前端工程师，对集群状态进行可视化展示。同时完善数据分析功能，使得数据可以发挥更大的价值。通过技术的手段，提高世界企业IT能力，让IT更简单！Responsibilities：- 设计并开发分布式集群管理系统，包括高并发的监控系统，报警系统等；- 优化监控系统，使其能够支撑百万监控指标的收集，存储，以及分析；- 设计并开发分布式集群管理系统的高可用功能，使其能够在故障发生时自动恢复服务；- 设计并实现健壮，清晰的 RESTful API；- 编写有效的单元测试，集成测试用例；- 与测试和产品部门密切配合，提升软件质量、提高对用户的价值。Minimum Qualifications：- 热爱编程，具有以下任一种语言的扎实的编程经验：Golang，Java，Python；- 熟悉 Linux 环境编程；- 熟悉分布式系统基本原理。Preferred Qualifications：- 具有基于 Prometheus，ELK，InfluxDB，Zabbix，Collectd，Statd，Nagios 等项目的开发经验；- 具有基于 MongoDB，Cassandra 等数据库的开发经验；- 熟练使用 Docker，Kubernetes 等容器技术；- 了解 KVM，VMware 等虚拟化技术。我们提供：- 标配的五险一金和极具竞争力的薪水，持续的期权机制；- 各种水果零食、咖啡牛奶无限量免费供应，任君挑选；- 每年十二天带薪年假，旅游工作两不误；- 补充医疗保险，为你健康保驾护航；- 弹性工作时间，为结果负责；- 年度旅游&定期团建活动。
                            SmartX 现有技术团队均来自 Top 的 IT 公司的技术骨干，如微软、Nutanix、百度等，是一个工程师文化主导的公司 【SmartX 公司创始人徐文豪曾经是 Xen 的发明人 Andrew Warfield 的学生；文豪之前做为早期创业工程师加入由 AWS EC2 创始人 Chris Pinkham 创办的 Nimbula（被 Oracle 收购）】。
                                    * SmartX 做什么SmartX 为企业提供是领先的“超融合”与“软件定义”分布式存储产品和解决方案。 SmartX 的愿景是：“让 IT 变得简单”。通过软件定义技术，SmartX在通用 x86 服务器上构建高可靠"
汪女士,GEO集奥聚合是中国领先的基于场景化应用的人工智能平台。聚焦金融行业，拥有大数据应用产品，致力于深度挖掘大数据的商业价值，成功为多家金融机构提供了端到端的满意的解决方案。,GEO集奥聚合,本科,1-3年,https://www.zhipin.com/job_detail/b2d194e0d1d451451Hd50t61EFQ~.html,数据挖掘工程师（风控方向）,20k-35k,北京朝阳区E9区创新工场2号楼,"""高级数据挖掘工程师（北京）岗位职责： 1、运用大数据分析工具和技术，及各种机器学习、数据挖掘算法解决风险管理业务中遇到的实际问题与需求，如反欺诈、信用风险评估等，包括对模型进行设计、开发、验证、测试、部署及监控、优化。 2、基于海量用户数据和特征，发现用户属性，建立数据挖掘模型，对用户进行评估，包括但不限于：用户风险评分；用户价值评分；用户偏好预测，用户个性化推荐等。 3、评估数据源的质量和价值，能结合业务需求和场景，从各种数据维度中挖掘数据价值，并设计不同的模型，应用于不同的业务场景中。   任职要求： 1.2年以上数据挖掘、机器学习领域经验；2.熟悉各类机器学习算法的实现和参数调优（如逻辑回归、SVM、神经网络、随机森林、深度学习等）；3.熟悉SAS、R、Python等分析工具，熟悉大数据分析平台和工具，如Hive，Hadoop, Spark等；4.有较强的逻辑思维能力、优秀的沟通表达能力及团队合作能力；5.有金融行业信用风险建模、个性化推荐、营销建模等经验者优先。""
                            大数据平台，牛人多，学习型组织，福利多多
                                    GEO集奥聚合是中国领先的基于场景化应用的人工智能平台。聚焦金融行业，拥有大数据应用产品，致力于深度挖掘大数据的商业价值，成功为多家金融机构提供了端到端的满意的解决方案。GEO集奥聚合积极布局大数据产业，全面构建大数据生态体系。旗下子公司专注于金融风控、精准营销等服务，成功为多家金融机构提供了定"
李先生,北京九章云极科技有限公司成立于2013年，是全球最领先的数据科学平台提供商。专注于大数据核心技术的研发，为企业用户提供端到端的大数据解决方案，帮助企业快速具备大数据分析能力。九章云极总部设在北京，同时在上海，济南和西雅图也设立了分支机构。公司拥有顶级的技术开发团队，其核心成员拥有美国大数据,九章云极,本科,5-10年,https://www.zhipin.com/job_detail/cc714ad5abb21a3c1XR629q4FVI~.html,资深Java/Scala后端开发工程师,25k-50k,北京海淀区宏达商务中心,"工作职责：负责机器学习平台的架构设计和研发负责关键组件的设计开发及技术难点的攻坚负责新技术调研和验证，指导中高级工程师开发任职要求：具有5年以上核心组件研发经验，对分布式系统有深入理解熟悉Scala、Java等开发语言，扎实的算法和编程功底，对面向对象编程有深刻的理解具有对新技术的快速学习和应用能力具有较高的技术文档撰写能力，能熟练阅读英文技术文档加分项：强烈的责任心与求知欲，开源社区的活跃贡献者优先熟练使用Linux操作系统，具备系统优化及故障处理能力熟悉Hadoop生态和常见的开源分布式计算/存储相关技术熟悉云原生技术，对docker、kubernetes 、mesos有深入理解熟悉数据挖掘理论、机器学习/深度学习的主流算法及框架
                            
                                    北京九章云极科技有限公司成立于2013年，是全球最领先的数据科学平台提供商。专注于大数据核心技术的研发，为企业用户提供端到端的大数据解决方案，帮助企业快速具备大数据分析能力。九章云极总部设在北京，同时在上海，济南和西雅图也设立了分支机构。公司拥有顶级的技术开发团队，其核心成员拥有美国大数据"
谢女士,北京优贝在线网络科技有限公司成立于2008年，公司骨干员工大多在知名互联网企业和电信运营企业工作多年，在互联网及电信增值产品的研发和运营上具备丰富的经验。,优贝在线,本科,5-10年,https://www.zhipin.com/job_detail/5261de47615655531XZ43Nu8ElU~.html,高级Java后端开发工程师,15k-25k,北京市 朝阳区 北京北苑,"岗位职责：1、独立负责公司互联网产品的开发与测试；2、主导负责相关系统维护，确保系统运行稳定可靠；3、主导推动跟进业务线需求，为改善系统的功能积极提出建议；4、参与团队技术交流和分享活动，促进团队共同进步。职位要求：1. 有3年以上JAVA开发工作经验，扎实的计算机专业基本功，强大的写码能力，刚刚参加完培训的暂不考虑；2. 熟练掌握 Java 及面向对象设计开发，有研究过优秀开源软件的源码并有心得者优先；3. 熟悉常见设计模式，熟练掌握 Spring、myBatis 等框架；4. 了解 SOA 架构理念、实现技术，有dubbo开发经验者优先；5.掌握 MySQL 应用开发、数据库原理和常用性能优化和扩展技术，以及 NoSQL，Queue 的原理、使用场景以及限制；6.研究过 http 协议、搜索引擎、缓存、jvm 调优、序列化、nio、RPC 调用框架等，有相应实践经验者优先。
                            北京优贝在线网络科技有限公司成立于2008年，公司骨干员工大多在知名互联网企业和电信运营企业工作多年，在互联网及电信增值产品的研发和运营上具备丰富的经验。
                                    北京优贝在线网络科技有限公司成立于2008年，公司骨干员工大多在知名互联网企业和电信运营企业工作多年，在互联网及电信增值产品的研发和运营上具备丰富的经验。     公司自成立以来一直专注于高质量音视频播放、特效处理和网络视频互动领域的产品研发和业务拓展，我们的目标是最终打造出一个基于电信"
刘先生,南瑞集团是国家电网公司直属单位，是中国产业规模、技术水平行业领先的电气设备成套供应商，是国内电工电气装备领域卓越的IT企业。主要从事电力自动化及保护、电子信息通信、电力电子、智能化电气设备、发电及水利自动化设备、轨道交通及工业自动化设备、非晶合金变压器的研发、设计、制造、销售、工程服务与工程总承包业,国电南瑞科技,本科,3-5年,https://www.zhipin.com/job_detail/2127c6451911e5b71HZ73NW1F1Y~.html,知识服务系统后端开发工程师,15k-30k,北京市 海淀区 南瑞科技大厦,"国家电网下属单位，工作稳定，待遇优厚，环境氛围好，研发经费充足。岗位职责：1.负责网络知识服务系统后端软件的设计、开发与测试；2.负责网络知识服务系统的部署与调优；3.参与网络知识服务系统架构设计和关键技术研究。岗位要求：1.全日制本科及以上学历；2.具有3年以上Java服务器端软件研发经验；3.精通Java程序设计，熟练使用Spring、MyBatis、Spring Boot等开发框架，熟练掌握MySQL/MongoDB等数据库技术；4.熟练掌握Redis/Memcached/MQ等后端开发常用技术；5.熟悉HTTP原理，了解HTML、XML、JavaScript、AJAX等前端技术；6.熟悉Tomcat、Apache、Nginx等开源服务器，熟悉网站系统的部署、调优、排障及应用；7.有良好的沟通能力、团队合作能力和自学能力。
                            国企内部创业，工作稳定
                                    南瑞集团是国家电网公司直属单位，是中国产业规模、技术水平行业领先的电气设备成套供应商，是国内电工电气装备领域卓越的IT企业。主要从事电力自动化及保护、电子信息通信、电力电子、智能化电气设备、发电及水利自动化设备、轨道交通及工业自动化设备、非晶合金变压器的研发、设计、制造、销售、工程服务与工程总承包业"
李先生,爱亲，一个知名的母婴连锁加盟品牌，通过国家商务部特许经营备案的企业，隶属于北京爱亲投资股份有限公司。爱亲专业为妈妈们提供0-6岁宝宝使用的、安全放心的产品，致力成为每一位中国妈妈身边的育婴顾问。,爱亲母婴,本科,1-3年,https://www.zhipin.com/job_detail/891d4f1e1ccee0221HV73N21EVY~.html,后端开发工程师,12k-24k,北京大兴区兴创大厦22层,"职位说明：1、参与产品需求评审等工作；2、根据公司开发规范及流程，能独立完成功能编码、单元测试及相关文档编写；任职要求：1、2年以上的Java编程经验，熟悉J2EE开发项目，Java基础扎实；2、熟练掌握主流Java开发技术和MVC架构，如：Spring、Struts、Hibernate、Rest、Webservice等；3、熟练掌握MySQL数据库；4、熟练掌握Javascript和jquery开发；5、有独立模块设计、数据库设计能力；6、熟悉Idea、Maven、Git等开发工具和相关代码管理工具；7、有高并发、多服务器架构、大数据量、高安全性工作经验者优先；8、有电商业务开发工作经验者优先；9、本科及以上，计算机相关专业。
                            
                                    爱亲，一个知名的母婴连锁加盟品牌，通过国家商务部特许经营备案的企业，隶属于北京爱亲投资股份有限公司。爱亲专业为妈妈们提供0-6岁宝宝使用的、安全放心的产品，致力成为每一位中国妈妈身边的育婴顾问。"
孙先生,手机系统开发公司,霍金欧瑞科技,本科,1年以内,https://www.zhipin.com/job_detail/0a860b9dcb5c5e241Hd73N27F1M~.html,Java后端开发工程师,10k-15k,北京海淀区中关村创业大街海置大厦,"熟悉安卓开发的牛人经验丰富者优先需要技术大拿-薪资可谈
                            公司发展方向介绍：手机操作系统研制，软件类团队介绍：1.甲-川大法律专业学士   2.乙-南开大学学士。  3.丙-北京商学院学士。 4.丁-知名手机公司资深副总裁。 5.戊-太原理工计算机硕士。6.己-人大互联网学士
                                    手机系统开发公司需要精通（c语言）（Linux）（java）的软件牛人加盟"
李女士,,创灵,学历不限,1-3年,https://www.zhipin.com/job_detail/5ef70b9a52d2dd241Hd92dq_GVs~.html,游戏后端开发,13k-26k,北京昌平区九台庄园六号楼,岗位职责：1精通C++语言，能独立编写代码2.与团队配合完成项目开发任职要求：1.计算机相关专业，两款以上上线项目经验。2.精通C++语言及U3D引擎。3.有棋牌类项目经验者做过后端的优先。
王女士,中来科技(ZLKJ)是一家基于云计算、大数据技术的社团组织运营管理、产业园区招商管理云服务公司，以互联网+云工作平台方式助其进行高效的日常工作管理，致力于构建企业、社团组织、产业园区自然深度融合，共享共赢的生态圈。,中际鸣来（北京）...,大专,1-3年,https://www.zhipin.com/job_detail/892d338d589a4fa01Hd739W4EFE~.html,后端开发工程,10k-15k,北京朝阳区北京像素,"职位描述：1、负责公司自有SaaS云平台产品、公众号/小程序、跨平台APP产品的开发；2、对产品进行持续优化和改进；3、参与开发规范的制订和技术文档的编写。任职要求：1、	大学专科及以上学历，计算机或相关专业，专科须3年以上相关工作经验，本科须2年以上2、	扎实的web开发基本功。3、	对Java面向对象编程具有较深入的了解，能够使用Java合理构建较为复杂的页面逻辑;4、	精通Typescript语言，至少熟悉express/koa2/egg/nestjs之一；5、具有前端/移动应用/后端架构设计及性能优化方面经验；6、学习能力强，抗压能力强，强烈的责任心，具有较好的沟通能力，创新能力及团队合作精神，愿意接受新的挑战。加分项（优先考虑）：1、	熟悉W3C标准、ES6规范；2、	有除Node.js平台之外的其它服务端方面的编程经验；3、	有java、c# 开发经验和良好的面向对象分析与设计能力；4、	熟悉常用的设计模式;5、	熟悉敏捷开发和项目管理流程；6、	在Github上有个人开源项目;7、	曾经在中型以上项目里担任过技术负责人;8、	有志向高级架构师、高级全栈工程师、技术专家、技术Leader发展的；9、愿意成为创业合伙人，拥有原始股份，有一起做好平台，做大公司的决心。
                            
                                    中来科技(ZLKJ)是一家基于云计算、大数据技术的社团组织运营管理、产业园区招商管理云服务公司，以互联网+云工作平台方式助其进行高效的日常工作管理，致力于构建企业、社团组织、产业园区自然深度融合，共享共赢的生态圈。       我们是在云计算、大数据、管理信息系统领域内有丰富工程实践的团队，核心"
沈先生,集好视频简介,宇塔字节科技,本科,3-5年,https://www.zhipin.com/job_detail/89f840cb00fb32d51XJz39i8E1A~.html,后端开发工程师,12k-24k,北京市 海淀区 天创科技大厦 909,"岗位职责：1. 根据产品功能设计，进行后台开发；2. 后台维护。技能要求:1.熟悉python基础知识，模块 2.熟练使用Django，Flask 等web框架，Restful 架构风格3.熟悉cookie, session, token 等会话技术4.熟悉mysql，redis， mangodb等数据库5.熟悉数据库的-一些常用优化6.熟悉第三方登录以及支付7.熟悉一些常用的部署8.熟练使用Git 进行版本控制
                            
                                    集好视频简介品牌关键词 便民文化  分享有收获 观看视频内容平台 公司简介 集好视频，中国最大众化的视频内容服务提供者。为用户提供丰富、高清、流畅的专业视频体验，致力于让人们在观看视频的同时得到更多的收获。集好视频以品质、便民的品牌调性深入人心，网罗了广大的老中青用户群体。集好视"
陈先生,夏石科技核心团队是国内最早一批从事国家工业互联网安全管理和技术实践的人员组成；,夏石科技,本科,3-5年,https://www.zhipin.com/job_detail/b27fdc19ebc277121n1-2tS8EVc~.html,安全产品后端开发,12k-20k,北京市 朝阳区 博泰大厦,"岗位职责：1、从事包括监控预警，态势感知，漏洞扫描，安全评估等网络安全威胁发现类产品Web前后台开发和优化；2、参与研发过程中的需求分析，完成需求分析文档、概要设计文档等研发必要文档；3、安全微应用的原型设计与开发迭代工作；职位描述1、精通至少一门后端开发语言：python，C等2、了解Django，flask等web框架，具有扎实的编程基础，比较熟悉Linux开发环境。3、对Web后端技术架构有较好的理解，熟悉Mysql、MongoDB、Redis、ElasticSearch等优先；4、有信息安全类项目经验者优先
                            团队核心成员都是国内最早从事工业互联网研究和实践的安全行业老兵！目前公司专注于工业互联网安全威胁发现和评估！夏石安全学院首创安全思维模型与CISSP知识体系相结合，安全思维模型的讲解与练习贯穿整个培训和售后服务。安全思维，重新武装你的大脑！
                                    夏石科技核心团队是国内最早一批从事国家工业互联网安全管理和技术实践的人员组成；公司专注于工业互联网安全威胁发现、工业互联网安全咨询、安全规划和安全服务；为工业企业数字化转型提供以威胁发现为核心的工业互联网安全解决方案；安全产品服务化；工控安全产品主要包括工控漏洞挖掘和扫描，工控安全监控预警系统"
周先生,格灵深瞳是一家同时具备计算机视觉和深度学习技术以及嵌入式硬件研发能力的人工智能公司，作为一家视频大数据产品和方案提供商，自主研发的深瞳技术在人和车的检测、跟踪与识别方面居于世界领先水平，公司主要关注的领域包括公共安全、智能交通、金融安防等，同时公司在无人驾驶、机器人和智能医疗方面也进行了深入的布局。,格灵深瞳,本科,3-5年,https://www.zhipin.com/job_detail/5c3dff0e0e1fbe791nN60t61FlI~.html,后端开发工程师,20k-40k,北京海淀区天地邻枫创新产业园一号楼b栋,"岗位职责：1. 编写程序，承担核心功能代码编写，开发与维护系统公用核心模块2. 系统性能优化，持续提升系统在大规模分布式系统环境下高并发、海量请求数下的高处理性能3. 根据产品定义修改和维护kubernetes4. 线上紧急故障处理岗位要求：1. 熟悉linux运行时环境，了解linux环境下分布式应用的架构形式2. 熟悉常用的开源工具，能针对实际情况灵活使用，进行自定义开发3. 有分布式程序的开发经验，熟悉web/数据库相关技术4. 至少熟练使用一种开发语言（golang优先）5. 有k8s，docker等经验者优先6. 逻辑思维清晰，有良好的自驱力和上进心，有良好的团队合作精神
                            
                                    格灵深瞳是一家同时具备计算机视觉和深度学习技术以及嵌入式硬件研发能力的人工智能公司，作为一家视频大数据产品和方案提供商，自主研发的深瞳技术在人和车的检测、跟踪与识别方面居于世界领先水平，公司主要关注的领域包括公共安全、智能交通、金融安防等，同时公司在无人驾驶、机器人和智能医疗方面也进行了深入的布局。"
谢女士,,复昱医疗科技,本科,3-5年,https://www.zhipin.com/job_detail/ce6258b6aff03a5e1Hd_3NW8GVo~.html,资深后端开发工程师,13k-23k,北京市 朝阳区 望京SOHO,岗位职责：1、参与行业技术方向的讨论，设计行业技术选型；2、参与项目架构的制定和优化，开拓和引入新的技术；3、负责项目后端业务逻辑开发，与技术团队交流协作；4、负责项目部署和升级，以及部分日常维护、相关培训等。任职要求：1、精通Python/Go/Java/C++任一语言，有完整软件项目开发、迭代和实施经验，有HIS和LIS开发经验优先；2、较强的逻辑思维和问题追查能力，快速学习和上手新业务的能力；3、3年以上服务器后端开发经验， 能针对应用场景选择合适的方案解决问题，熟悉大规模系统架构设计，有过独立大型项目的开发经验优先；4、具备数据系统的规划设计及调优能力，熟悉常见关系数据库和非关系数据库，有相关开发经验者优先；5、良好的编程习惯，追求极致的代码品质，熟悉常用设计模式和一般项目的开发流程；6、对技术有强烈的进取心，具有良好的沟通能力和团队合作精神、优秀的分析问题和解决问题的能力。
刘女士,中捷代购创立于2011年9月，是北京豪钥科技有限公司推出的一个电子商务创新型互联网+项目。它结合了商业连锁和电子商务以线下社区店为依托对接线上优质资源并以最后一公里，本地生活服务，互联网金融为主线的O2O综合服务平台，让用户99%的需求可以不出社区解决。用户可以在社区里购物、洗衣、配镜、旅游、支付、,豪钥科技,本科,3-5年,https://www.zhipin.com/job_detail/05d3d5bf02c363c91Hdz39y7Elc~.html,.net工程师,10k-15k,北京房山区北京房山绿地启航国际8号楼1103,"岗位职责：1.对项目的业务需求及功能进行分析，参与产品构思和架构设计；2.完成软件系统代码的实现，编写代码注释和开发文档； 3.辅助进行系统的功能定义,程序设计； 4.根据设计文档或需求说明完成代码编写，调试，测试和维护； 5.分析并解决软件开发过程中的问题； 6.协助测试工程师制定测试计划，定位发现的问题。任职要求：1、具有软件开发相关经验；2、熟练使用ASP.net，C#进行B/S或者C/S项目开发；3、熟悉SQL Server,Oracle数据库，熟练使用SQL语言，能熟练使用存储过程、视图、自定义函数等，并对数据库优化充分的理解；4、熟悉面向对象思想，代码阅读能力强，具有良好的编程习惯；5、具备需求分析和系统设计能力，以及较强的逻辑分析和独立解决问题能力； 6、工作认真负责，学习能力强，具有良好的沟通协调能力和团队合作精神；7、有开发高并发大型网站经验的优先。
                            
                                    中捷代购创立于2011年9月，是北京豪钥科技有限公司推出的一个电子商务创新型互联网+项目。它结合了商业连锁和电子商务以线下社区店为依托对接线上优质资源并以最后一公里，本地生活服务，互联网金融为主线的O2O综合服务平台，让用户99%的需求可以不出社区解决。用户可以在社区里购物、洗衣、配镜、旅游、支付、"
蒋女士,北京商务中心区通信科技有限公司（简称“CBD 通信公司”）于2003 年 6 月注册成立，由北京商务中心区投资和服务中心、清华创投等单位共同组建，是北京市高新技术企业，国家工商总局“重合同守信用”企业。,CBD通信,大专,1-3年,https://www.zhipin.com/job_detail/9925821d213044591HB53N27FVI~.html,.Net研发工程师,8k-10k,北京市 朝阳区 北京市朝阳区光华路1号院(东门) 5号楼5B,"岗位职责：1.负责.net web应用程序的研发，服务端研发；2.独立完成相应模块的设计/开发；3.网站维护、修改4.相关文档编写；任职要求：1.熟练掌握.net的web开发模式；2. 熟练使用.Net、C#、javascript、AJAX等开发技术；3.熟悉Mysql、Sqlserver等常用数据库的使用，能运用EF对数据库进行操作；4.掌握前端开发知识，如Html5、CSS、Jquery，bootstraplayui、vuejs等内容；5.熟悉使用svn等版本管理工具；6.了解帆软报表优先；7.思路敏捷，具备较好的协调能力和沟通技巧，良好的团队合作精神；8.能接受一定程度的加班福利待遇：五险一金，补充医疗，年终奖金，定期体检，带薪年假，节日福利等，欢迎你的加入
                            
                                    北京商务中心区通信科技有限公司（简称“CBD 通信公司”）于2003 年 6 月注册成立，由北京商务中心区投资和服务中心、清华创投等单位共同组建，是北京市高新技术企业，国家工商总局“重合同守信用”企业。 CBD 通信公司整合先进的云计算、大数据"
祝女士,志晟信息，新三板挂牌的行业新星一枚。老板思维跳跃，总有好点子在闪光；面冷心热，大气豪爽；想法多，出手准，为人可靠，值得托付。,志晟信息,本科,3-5年,https://www.zhipin.com/job_detail/d0e84ef14f7fcc581nV63ti-Elo~.html,.net开发工程师,15k-20k,东方科技园-氪空间，酒仙桥路52号院1号楼B座2层,"岗位职责：1. 熟练掌握.net代码的编写,掌握测试知识； 2. 配合团队人员工作，保证高质高效完成项目任务；3. 根据开发规范与流程独立完成模块的设计、编码、测试以及相关文档；4. 参与软件的需求分析，提供软件发展功能性建议；5. 富有执行力，有责任感,表达能力强;任职要求：1.  计算机相关专业，专科以上学历，4年以上工作经验；2.  精通Microsoft .NET Framework 3.5以上框架；精通mvc开发框架；理解.Net Framework;理解并熟练使用WebService,3.  熟练掌握MySql关系型数据库和SQL语言，并对数据库优化有充分的理解；4.  喜欢C#，诚实，爱钻研，能承受一定工作压力；5.  善于与人沟通，良好的团队合作精神和高度的责任感，能够承受压力，有良好的编码习惯，有创新精神，保证工作质量；
                            
                                    志晟信息，新三板挂牌的行业新星一枚。老板思维跳跃，总有好点子在闪光；面冷心热，大气豪爽；想法多，出手准，为人可靠，值得托付。      开宗立派十余年，IT圈中各派绝学融会贯通，形成了从咨询、信息化规划实施到运维服务的整体信息化解决能力，配合精妙的软件研发能力，为客户提供了从办公自"
马先生,北京大陆康腾科技股份有限公司（简称“大陆康腾”，股票代码：872606）成立于2003年，是国内最早进入林业信息化领域的领军企业之一，是“智慧林业”整体解决方案服务提供商。公司总部位于北京，下设成都、江西分公司，安徽、广东、甘肃、湖南、河北,大陆康腾,本科,1-3年,https://www.zhipin.com/job_detail/01a662c5bd1f837a1HBz2924FVU~.html,.NET开发工程师,11k-20k,北京市 朝阳区 怡和阳光大厦C座 1202室,"1.至少2年以上软件开发工作经验；2.熟悉.Net开发环境，理解并能熟练使用ASP.NET MVC、ADO.NET、WinForm或WPF等技术；3.熟悉B/S前端应用程序开发，了解HTML5、Javascript、Vue等技术；4.熟悉Oracle、Sql Server数据库，了解数据库结构及理论；5.能够看懂ER图和UML图；6.有工作流或微信相关开发工作经验者优先。
                            
                                    北京大陆康腾科技股份有限公司（简称“大陆康腾”，股票代码：872606）成立于2003年，是国内最早进入林业信息化领域的领军企业之一，是“智慧林业”整体解决方案服务提供商。公司总部位于北京，下设成都、江西分公司，安徽、广东、甘肃、湖南、河北"
康先生,容居科技汇聚了深耕家居行业信息化十五年的精英团队，打造出目前唯一家居行业全产业链信息化解决方案。将业界领先的VR/AR技术、在线3D云技术及工业4.0技术应用于家居行业，自主研发出符合中国家居行业的全流程软件系统，打造符合中国家居业的智能制造体系。实现了定制家居从在线3D设计（云渲染）、商场,容居,大专,5-10年,https://www.zhipin.com/job_detail/9898e4143af5b8791Xd52tm5FlQ~.html,高级.NET软件工程师,10k-20k,北京市 大兴区 亦庄 荣京西街经开大厦,"职位描述：岗位职责： 1、负责公司软件的实现设计并编写相关设计文档； 2、负责公司软件的编码实现及维护； 3、负责管理与开发相关的服务器和数据库等资源； 4、协调测试及修复BUG工作。 任职要求： 1、大专及以上学历，软件相关专业，有五年以上相关开发经验； 2、熟悉.Net平台，能够熟练使用VS等开发工具； 3、熟悉SQL SERVER 数据库及相关编程；4、有微信及移动端开发经验优先；5、有ERP软件开发经验者优先；
                            
                                    容居科技汇聚了深耕家居行业信息化十五年的精英团队，打造出目前唯一家居行业全产业链信息化解决方案。将业界领先的VR/AR技术、在线3D云技术及工业4.0技术应用于家居行业，自主研发出符合中国家居行业的全流程软件系统，打造符合中国家居业的智能制造体系。实现了定制家居从在线3D设计（云渲染）、商场"
