HRname,companyInfo,companyName,education,expirence,info_url,jobname,salary,workAddress,workRequire
马先生,码博科技(MaboTech)是制造执行系统(MES/MOM)服务商、达索Apriso合作伙伴。,码博科技,本科,5-10年,https://www.zhipin.com/job_detail/7c0ccba9b5d2a5c50nZ-0920FA~~.html,北京Erlang,13k-20k,北京市海淀区上地街道中关村发展大厦,"Erlang、Python开发智能制造、工业物联网、工业4.0应用# 技能要求- Python及常用库- Javascript、PLV8- Database：PostgreSQL、Oracle、SQL Server- OpenResty、Lua- Redis- Erlang# 业务领域- 达索Apriso实施- 码博MES开发及实施- 码博设备监控系统开发及实施
                            Python作为主要开发语言
                                    码博科技(MaboTech)是制造执行系统(MES/MOM)服务商、达索Apriso合作伙伴。我们需要：- Python开发工程师- 后端开发工程师。# 业务领域- Python数据采集和处理- MES项目实施# 技能要求- Python及各种"
刘先生,京东于2004年正式涉足电商领域。2016年，京东集团市场交易额达到9392亿元*。京东是中国收入规模最大的互联网企业。2017年7月，京东再次入榜《财富》全球500强，位列第261位，成为排名最高的中国互联网企业，在全球仅次于亚马逊和Alphabet，位列互联网企业第三。2018年财富世界500强,京东集团,本科,5-10年,https://www.zhipin.com/job_detail/be197e634630b15d1XF_3di0F1A~.html,Golang,25k-50k,北京大兴区京东集团总部,"区块链平台开发，区块链底层开发，智能合约开发，平台运维工程师，区块链应用开发，各种岗位，go语言，c++语言都可以。
                            
                                    京东于2004年正式涉足电商领域。2016年，京东集团市场交易额达到9392亿元*。京东是中国收入规模最大的互联网企业。2017年7月，京东再次入榜《财富》全球500强，位列第261位，成为排名最高的中国互联网企业，在全球仅次于亚马逊和Alphabet，位列互联网企业第三。2018年财富世界500强"
王女士,游戏行业：以游戏为支点，撬动整个互联网资源和市场，并期望引领游戏产业发展；,北京四三九九,本科,经验不限,https://www.zhipin.com/job_detail/b1b1449a13112c801HV_09m1FlY~.html,Erlang开发工程师,15k-25k,北京市 海淀区 清华科技园·创业大厦(东门) 11层1107A室,"岗位职责：1、用erlang语言进行游戏服务器端的日常开发；2、良好编程基础，专注、热衷技术开发的非erlang开发者、公司可提供培训。任职要求：1、本科及以上学历，优秀的应届理工科毕业生也可考虑；2、较好的编程能力（不限定语言，C/C++,Java, Python皆可）；3、良好的TCP/IP协议基础，能够使用mysql数据库进行应用开发；4、良好的编码习惯，善于学习；能够独立解决问题，具有拼搏精神；5、良好的沟通能力及团队协作能力。公司相关福利待遇： 1、基本工资：提供极具竞争力的薪酬；根据公司业务发展状况和个人工作表现进行年度绩效评估和薪酬调整；2、丰厚奖金：月度奖金、全勤奖、年终双薪； 3、五险一金：养老保险、医疗保险、工伤保险、失业保险、生育保险，及住房公积金； 4、健康关怀：新员工免费享有入职体检，全员免费享有每年一次的全面专业体检； 5、员工活动：丰富的文体活动，如读书活动、室内拓展活动、羽毛球、足球、篮球等；6、其他福利：高标准餐补，节日礼金、节日活动奖品、平日免费供应咖啡、奶茶、零食、新鲜的水果等。
                            
                                    游戏行业：以游戏为支点，撬动整个互联网资源和市场，并期望引领游戏产业发展；业务涵盖：小游戏、游戏盒、手机运营平台、页游运营平台、手游研发、页游研发、海外市场、游戏发行门户平台：四三九九旗下平台累计注册用户突破5亿人次；，4399游戏盒累计下载量超过4000万次，月活跃用户数突破850万人；"
李先生,梦启（北京）科技有限公司，注册于中国首都——北京。2011年8月正式创立，致力于HTML5手机网页游戏研发，现已成为国内手机网页棋牌细分领域领跑者。2017年10月正式被上市公司浙数文化（股票代码600633）的全资子公司——边锋公司并购。通过并购重组,梦启科技,本科,1-3年,https://www.zhipin.com/job_detail/2c3e4fb5cbbc751e1XV52N26FlI~.html,Erlang工程师,15k-25k,北京市 朝阳区 朝来高科技产业园10号楼 紫月路18号院10号楼3层,"工作职责：1、负责项目的服务端开发，使用Erlang语言进行游戏服务端架构设计；2、负责Erlang程序开发，代码实现及调试，独立撰写开发文档；3、根据需求和总体设计对服务器端核心模块与逻辑设计及实现。职位要求：1、本科及以上学历，计算机或相关专业，2年以上Erlang开发工作经验；2、熟悉Erlang语言编程，能够独立根据需求进行模块设计和开发工作；3、精通C/C++，熟悉设计模式，有良好的软件开发素养和软件工程思想；4、良好的TCP/IP协议基础，能够使用MYSQL数据库进行应用开发；5、良好的沟通能力及团队协作能力，具有很强的责任心，能承受较大的工作压力；6、有大型互联网公司任职经验者优先。7、有良好的学习能力
                            公司现有编制100余人，现有核心高管均来自腾讯，网易，完美时空等全球一线的互联网公司，拥有强劲的研发与运营经验。
                                    梦启（北京）科技有限公司，注册于中国首都——北京。2011年8月正式创立，致力于HTML5手机网页游戏研发，现已成为国内手机网页棋牌细分领域领跑者。2017年10月正式被上市公司浙数文化（股票代码600633）的全资子公司——边锋公司并购。通过并购重组"
曹先生,关于多牛,多牛传媒,大专,1-3年,https://www.zhipin.com/job_detail/195468a08c1b05f31nV40ty0GFs~.html,Node.js,10k-20k,北京海淀区奥北科技园18号,"岗位职责：1、 负责服务端业务逻辑开发2、根据业务需求， 编写 Node.js 程序3、 根据系统性能需求， 对系统进行性能优化任职要求：1、 有 Node.js 相关开发经验， 熟悉 Javascript 语言2、 熟悉 MongoDB, Redis, MySQL 数据库3、 熟悉 Linux, Nginx 等 WEB 服务器相关技术4、 有高性能、高可用性、高并发WEB项目和海量数据处理经验5、 学习能力强， 对新技术抱有极大热情, 认真负责， 善于沟通， 有良好的团队合作精神.
                            
                                    关于多牛      北京多牛互动传媒股份有限公司成立于2012年，其前身donews.com成立于2000年，多牛谐音于donews。      19年发展史，多牛一边见证中国互联网发展的风云激荡，一边厚积薄发，最早将大数据、云计算、人工智能技术运用于内容产业，打造新媒体生态链，提供新媒体营销服"
李先生,梦启（北京）科技有限公司，注册于中国首都——北京。2011年8月正式创立，致力于HTML5手机网页游戏研发，现已成为国内手机网页棋牌细分领域领跑者。2017年10月正式被上市公司浙数文化（股票代码600633）的全资子公司——边锋公司并购。通过并购重组,梦启科技,本科,3-5年,https://www.zhipin.com/job_detail/9ba6742335449afd1XV52Ny7GFE~.html,高级Erlang工程师,20k-35k,北京市 昌平区 金域国际中心A座 703,"职位描述：1. 能独立完成服务的逻辑功能模块开发; 2. 能独立处理和解决所负责的任务； 3. 根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务； 4. 进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量； 5. 进行编制项目文档和质量记录的工作； 6. 维护软件使之保持可用性和稳定性。7.向公司业务部门进行技术输出任职要求：1. 熟悉erlang语言； 2. 熟悉服务端的缓存架构； 3. 对socket编程比较熟悉；  4. 有分布式游戏服务器经验者优先； 5.了解自动化运维相关知识。
                            公司现有编制100余人，现有核心高管均来自腾讯，网易，完美时空等全球一线的互联网公司，拥有强劲的研发与运营经验。
                                    梦启（北京）科技有限公司，注册于中国首都——北京。2011年8月正式创立，致力于HTML5手机网页游戏研发，现已成为国内手机网页棋牌细分领域领跑者。2017年10月正式被上市公司浙数文化（股票代码600633）的全资子公司——边锋公司并购。通过并购重组"
马先生,Tellus成立于2016年美国硅谷，创始团队有雄厚的技术和商业背景，皆毕业于斯坦福等高校，且有丰富的创业经验，创建并退出过多家成功的科技公司，开发过数款覆盖近亿人次的互联网产品。,资利,本科,3-5年,https://www.zhipin.com/job_detail/2e43d42d524320051XN639y4EVc~.html,Ruby,10k-20k,北京朝阳区中国第一商城B座18C（1803）,"职位描述（职责）负责产品的研发，包括现有功能的升级和新功能的迭代 任职要求1. 计算机相关专业本科及以上学历2. 熟练掌握 Ruby on Rails3. 熟练使用 Git4. 熟悉 Ubuntu Server、Postgresql5. 熟练 React, Redux 优先6. 熟练接口设计的原则7. 有较好的沟通交流能力，善于主动思考和行动，乐于解决具有挑战性的问题，对待技术有强烈兴趣；工作认真、严谨，具备较强的学习能力和责任心，能自我激励，善于沟通与跨国团队协作
                            
                                    Tellus成立于2016年美国硅谷，创始团队有雄厚的技术和商业背景，皆毕业于斯坦福等高校，且有丰富的创业经验，创建并退出过多家成功的科技公司，开发过数款覆盖近亿人次的互联网产品。        Tellus是拉丁语中“地球”的意思，也是古罗马大地之母泰勒斯"
徐先生,北京南社村软件有限公司作为用友软件核心代理商及重要二次开发合作伙伴，专注ERP市场十余年，拥有一支专业的ERP销售、实施和开发团队，具备为客户提供优质的全生命周期的服务能力；公司业务涉及用友软件所有主流产品线，包括NC、U8、T3 T6、致远OA等等。,北京南社村,大专,经验不限,https://www.zhipin.com/job_detail/4114d344964a04131nB52N65FVs~.html,VB开发工程师,6k-12k,北京昌平区北回归线2号楼513,"改职位主要做用友U8软件上的二次开发，接口开发，以及基于这个平台的定制集成开发1、两年以上VB开发工作经验2、有用友软件二开工作经验优先3、熟悉SQL Server数据库4、与客户沟通没有障碍，注重团队合作待遇方面除去基本工资以外还有项目奖金，每年最少一次的团队外出旅游，有稳定的晋升空间。
                            
                                    北京南社村软件有限公司作为用友软件核心代理商及重要二次开发合作伙伴，专注ERP市场十余年，拥有一支专业的ERP销售、实施和开发团队，具备为客户提供优质的全生命周期的服务能力；公司业务涉及用友软件所有主流产品线，包括NC、U8、T3 T6、致远OA等等。   我们专注中小型企业信息化，致力于企业E"
王女士,千里马招标网(www.qianlima.com)创办于2001年6月，由北京梦想时代信息咨询有限公司、神州国软(北京)科技有限公司、北京千里马网信科技有限公司联合运营，总注册资金1160万元。在有关部门和各界专家的指示和指导下，我公司积极响应《中华人民共和国招标投标法》，为优化公共招投标市场而孕育诞,千里马招标网,本科,5-10年,https://www.zhipin.com/job_detail/e9abe2010589d7851HV809W5EFQ~.html,自然语言处理,30k-40k,北京海淀区上地五街群英科技园5号楼（东区）2层,"重要！！请看岗位匹配关键词：1.NLP实际从业经历至少在5年以上；2.必须熟练掌握以下技能点：文本分析、实体提取、聚类、TextRank算法、Word2Vector；3.需统招本科及以上学历。岗位职责：1.承担自然语言理解，深度学习等方面的核心算法研究、项目工作；2.利用NLP/ML等相关技术和算法，提供文本分析相关的基础方案与服务；3.针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作。任职要求：1.在自然语言处理（NLP)、知识图谱、机器学习、深度学习领域有不少于3年研发经验；2. 熟练掌握使用TextRank算法、Word2Vector、实体提取等相关算法与技术；3. 熟练掌握各种深度学习工具；4. 有较强工程实现和优化能力，尤其是系统架构层面有深入的理解。
                            
                                    千里马招标网(www.qianlima.com)创办于2001年6月，由北京梦想时代信息咨询有限公司、神州国软(北京)科技有限公司、北京千里马网信科技有限公司联合运营，总注册资金1160万元。在有关部门和各界专家的指示和指导下，我公司积极响应《中华人民共和国招标投标法》，为优化公共招投标市场而孕育诞"
郜先生,神马搜索是阿里巴巴旗下的专注移动互联网的搜索引擎，致力于为用户创造方便、快捷、开放的移动搜索新体验。2014年5月，神马移动搜索月活跃用户已突破1亿，在国内移动搜索市场用户渗透率突破20%。2015年3月，在中国移动端网民使用搜索引擎比例中，神马搜索以13.35%的份额稳居第二。2015年8月，神马,阿里神马,硕士,经验不限,https://www.zhipin.com/job_detail/32732b9ae8660dc71XR42tq9FVE~.html,自然语言处理,25k-40k,北京朝阳区东亚·望京中心B座,"职位描述：负责神马搜索产品中的在线算法及离线算法研发和持续优化,深度学习应用于自然语言处理。职位要求：1、计算机或者相关专业本科以上学历2、2年以上搜索或推荐类产品的算法研发经验，熟悉常用算法，理解算法思想，并有实际应用经验3、熟悉linux平台，精通c++，具有强悍的编码能力、扎实的数据结构和算法功底4、有大规模海量数据机器学习/数据挖掘/计算广告/搜索引擎/自然语言处理/ 反作弊等一个活多个领域相关经验者优先5、 责任心强, 能承受一定工作压力, 有较强的学习能力
                            
                                    神马搜索是阿里巴巴旗下的专注移动互联网的搜索引擎，致力于为用户创造方便、快捷、开放的移动搜索新体验。2014年5月，神马移动搜索月活跃用户已突破1亿，在国内移动搜索市场用户渗透率突破20%。2015年3月，在中国移动端网民使用搜索引擎比例中，神马搜索以13.35%的份额稳居第二。2015年8月，神马"
,BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。,Boss直聘,硕士,1-3年,https://www.zhipin.com/job_detail/b53905bc2e7817101X162dm5FFM~.html,自然语言处理研究员,30k-50k,北京市 朝阳区 冠捷大厦(太阳宫中路) 7层,"岗位职责：1.参与基于海量简历、JD类文本数据以及对话聊天数据的NLP核心算法的研发工作2.参与实体识别、深度文本匹配、文本分类、Chatbot、知识图谱等NLP应用的研发工作岗位要求：1.计算机软件等相关专业硕士及以上学历2.熟练掌握主流的nlp技术工具及模型算法，包括CRF、CNN、LSTM、Seq2Seq等，有tensorflow实战经验优先3.参与过分词、命名实体识别、深度文本匹配、文本分类、知识图谱、Chatbot等相关项目4.扎实的编程基础，熟悉Java、python等编程语言，有海量文本数据处理经验优先5.责任心强，有良好的学习能力及团队合作精神，自我驱动能力强
                            
                                    BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。BOSS直聘产品的核心是“直聊+精准匹配”，通过将在线聊天功能引入招聘场景，让应聘者和"
,BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。,Boss直聘,硕士,1-3年,https://www.zhipin.com/job_detail/fb78c832d32b61dd1X162dm-FFo~.html,自然语言处理研究员,30k-50k,北京市 朝阳区 冠捷大厦(太阳宫中路) 7层,"岗位职责：1.参与基于海量简历、JD类文本数据以及对话聊天数据的NLP核心算法的研发工作2.参与实体识别、深度文本匹配、文本分类、Chatbot、知识图谱等NLP应用的研发工作岗位要求：1.计算机软件等相关专业硕士及以上学历2.熟练掌握主流的nlp技术工具及模型算法，包括CRF、CNN、LSTM、Seq2Seq等，有tensorflow实战经验优先3.参与过分词、命名实体识别、深度文本匹配、文本分类、知识图谱、Chatbot等相关项目4.扎实的编程基础，熟悉Java、python等编程语言，有海量文本数据处理经验优先5.责任心强，有良好的学习能力及团队合作精神，自我驱动能力强
                            
                                    BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。BOSS直聘产品的核心是“直聊+精准匹配”，通过将在线聊天功能引入招聘场景，让应聘者和"
胡女士,,路桥公司,大专,经验不限,https://www.zhipin.com/job_detail/e4eee67fa993f7b01XV40924EVA~.html,软件工程师,5k-10k,北京市 大兴区 中铁五院集团公司(南门) 康庄路9号,工作内容：职位要求：能熟练掌握EXCEL、函数及编程；能熟练掌握FORTRAN、VB等一种语言，能临时出差，男女不限。工作时间：双休
尹女士,,北京东方仿真控制...,本科,1-3年,https://www.zhipin.com/job_detail/b7ea7763680fd3cb1HBy3NS0GVI~.html,ASP.NET程序员（中级）,8k-13k,北京市 朝阳区 润宇大厦,一、岗位职责：1、参与并主导产品/项目前期需求分析、业务功能分解；2、协助项目经理进行系统架构设计工作；3、根据产品的开发进度，独立完成子系统或模块的功能设计和代码实现；4、解决项目中存在的技术难题5、参与项目的现场部署、测试及用户培训二、任职要求：1、大专以上（含）学历，计算机或相关专业，1-3年工作经验；2、有较强的学习能力、沟通和协调能力，对新技术和新应用能够持续保持热情；3、有独立分析解决问题的能力，能够经受得起较大的工作压力，及时高效完成任务；4、精通HTML、CSS、Javascript等Web前端开发技术，按照UI设计要求，能够熟练完成各类页面的前端代码制作，同时确保代码对各种浏览器的良好兼容性；5、精通SQL语言，熟练使用SQL Server，能使用各种SQL 语句及视图、存储过程等；6、对ASP.NET运行生命周期有较深刻的理解； 7、对设计模式有一定理解，有应用经验优先；8、对大型网站性能优化有一定的理解，有实操经验优先；9、对系统架构设计有一定的理解，有实操经验优先；10、有移动原生开发或混合式开发、微信公众号、小程序开发经验者优先（有优秀作品或项目展示者优先）三、公司福利：1、	工作日公司有免费工作餐及加班餐；2、	补充医疗；3、	弹性工作制，周末双休；4、	工作时间满一年以上员工，可享受每年5天（或以上）带薪年休假及员工体检福利；5、	定期团队建设活动（拓展活动、聚餐、观影活动）；6、	员工关爱计划（生育贺礼、节日贺礼、公司年会等）；7、	外阜员工，符合条件可办理北京居住证；8、	五险一金、定期团建；9、	良好的晋升机制；10、工作环境好、扁平化管理、开放交流分享；
王女士,BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。,Boss直聘,本科,3-5年,https://www.zhipin.com/job_detail/105d2e3ad879cf121HB-2t65F1U~.html,自然语言处理研究员,20k-40k,北京朝阳区冠捷大厦(太阳宫中路),"工作内容：1.负责BOSS直聘数千万用户和企业文本大数据分析系统的核心算法的创新、研究和实现；2.应用机器学习、NLP和深度学习等前沿技术挖掘BOSS直聘海量文本数据（简历和企业信息等）；3.参与大数据产品和服务的产品设计和技术架构设。岗位要求：1.计算机、自然语言处理、模式识别或机器学习相关专业本科及以上学历，两年以上自然语言处理相关工作经验；2.有机器学习和自然语言处理包括分词、词性标注、语法分析、语义分析和理解、问答和对话系统等相关开发经验优先；有一定的相关算法经验优先；4.扎实的编程基础，熟悉C++和Java语言，有海量数据处理经验者优先；5.优秀的逻辑思维和独立思考能力，对数据有敏锐的直觉；6.优秀的学习能力，分析和解决问题的能力；7.对技术和工作充满热情，热爱挑战；8. 英语阅读能力好。
                            
                                    BOSS直聘是一款在全球范围内率先发展移动互联网“直聘”模式的在线招聘App，于2014年7月13日上线，致力于为职场Boss和求职者搭建高效沟通、信息对等的平台。BOSS直聘产品的核心是“直聊+精准匹配”，通过将在线聊天功能引入招聘场景，让应聘者和"
向先生,前身上市公司；公司有自己的老业务做了10多年；一直处于盈利状态；现在互联网上进行发展；,华欣远达,大专,3-5年,https://www.zhipin.com/job_detail/a96ca44fb7fa230c1Xd_2Ni1GFU~.html,.NET高级工程师,10k-20k,北京朝阳区安立路68号阳光广场A2-803,"1、.net开发3年以上，熟悉C#、熟悉WebForm、WinForm开发；2、熟悉MS SQL Server，MySQL数据库；3、能熟练运用H5、Javascript、CSS等前端技术，熟悉jquery，extjs等！4、有证券、期货或呼叫中心相关系统研发、维护经验优先；
                            
                                    前身上市公司；公司有自己的老业务做了10多年；一直处于盈利状态；现在互联网上进行发展；"
赵女士,近日，东方永德软件（北京）有限公司与华北电力大学、北京农学院、北京信息科技大学等高校开展产学研合作，在北农科技园设立软件及智能设备研发中心，中心办公面积500平米，具有良好的研发办公条件。整洁舒适的大学校园、干净卫生的食堂、种类齐全的健身场馆，将极大的丰富研发人员的业余生活。步行15分,东方永德,大专,经验不限,https://www.zhipin.com/job_detail/30fa8c85e0978a231HZ709-1F1E~.html,.net开发,12k-22k,北京市 昌平区 北京农学院(北门) 科技综合楼C区0214室,"【岗位职责】1、参与公司软件项目的开发工作；2、负责公司项目核心模块代码的编写，并进行功能测试；3、协助项目经理对本团队技术工作进行评估；4、负责反馈实际工作中遇到的问题，并提出改进建议；5、主管经理安排的其他工作。【任职要求】1、有三年以上ASP.NET Web项目开发经验；2、熟悉关系数据库知识,熟练编写SQL语言、存储过程,能熟练使用SQL Server数据库；3、掌握ASP.NET、C#、CSS、JavaScript、XML、jQuery、MVC等开发技术；4、优秀的面向对象设计经验，熟悉常用的设计模式；5、有良好的软件工程知识和质量意识，有优良的编程风格习惯；6、具备良好的沟通能力，协作精神和进取心；7、具备良好的学习能力，思维敏捷,善于沟通和团队协作。
                            激情创业，快乐生活！
                                    近日，东方永德软件（北京）有限公司与华北电力大学、北京农学院、北京信息科技大学等高校开展产学研合作，在北农科技园设立软件及智能设备研发中心，中心办公面积500平米，具有良好的研发办公条件。整洁舒适的大学校园、干净卫生的食堂、种类齐全的健身场馆，将极大的丰富研发人员的业余生活。步行15分"
李女士,“九天华纳”字意：登纳陛至九天（纳陛为古代帝王赐给有殊勋的诸侯或大臣的“九锡”之一，意为较矮的台阶，使登台阶者不必露有攀登的姿态就可向上登升），取义为：帮助用户扎实、稳步的向上攀登，取得更高的成就。九天华纳英文是“HighSky,九天华纳,本科,1-3年,https://www.zhipin.com/job_detail/87cedaf24a2e88ef1XZ63N6_EFo~.html,.NET开发工程师,8k-15k,北京市 朝阳区 大屯里317号楼 金泉广场1单元921,"1、年龄22-35岁，大专及以上学历，计算机技术应用、软件开发相关专业；2、熟悉ASP.NET 、C#开发和设计经验；3、了解领域模型，MVC、MMVC等框架结构，对各种框架的选型能有自己独到的见解；4、熟悉HTML,Javascript,Ajax,XML等相关技术,熟悉jQuery等相关javascript框架；5、至少使用过一种ORM框架，熟悉WCF、SOA、WebAPI等相关技术及概念；6、熟练掌握SQLServer、Oracle等数据库，良好的SQL编程能力，能编写逻辑较复杂的存储过程；7、 熟练掌握ASP.NET下结合MVC、Entity Framework、LINQ to SQL、Ajax等技术的后台开发；；8、具有良好的编程风格，逻辑思维能力强，在较规范的软件过程指导下参与大型ASP.NET Web应用开发经验；9、工作认真负责，注重团队合作，积极进取
                            
                                    “九天华纳”字意：登纳陛至九天（纳陛为古代帝王赐给有殊勋的诸侯或大臣的“九锡”之一，意为较矮的台阶，使登台阶者不必露有攀登的姿态就可向上登升），取义为：帮助用户扎实、稳步的向上攀登，取得更高的成就。九天华纳英文是“HighSky"
孙女士,联合运输（天津）有限公司(原“天津市东丽区联合运输有限公司”因股改上市前期准备于2016年3月1日正式更名，以下简称公司)，成立于1996年6月，坐落于东丽区津塘公路六号桥东，是一家股份制的民营企业，拥有大型厢式自有、挂靠车辆400余部。自2006年以来，每年营业额均在1.2,联合运输有限公司,学历不限,1-3年,https://www.zhipin.com/job_detail/d63f920e994333e51Hd-0ti4FVA~.html,.net开发工程师,10k-15k,北京市 通州区 万达广场D座,"1.        计算机相关专业，本科及以上学历，两年或以上工作经验，熟悉B/S软件产品架构，熟练掌握C#语言、ASP.NET、JavaScript、WCF等技术。有大型系统研发经验者优先。2.        理解面向对象思想，了解IOC、AOP等设计原理。了解分布式架构设计、服务架构设计优先。3.        精通.Net MVC架构，有.Net Core Docker经验者优先。4.        熟悉关系型数据库（MySql、SQLServer）,可熟练编写SQL语句及存储过程，了解SQL性能调优、有NoSQL经验者优先。5.        有良好的编码习惯，能遵循开发流程，编码规范，能独立学习并解决问题，对新技术有钻研精神。6.        有良好的职业素养和沟通能力，具备团队合作精神，有小团队管理经验、有物流、快递、仓储相关从业经验者优先。7.        有PHP、Java研发经验的优先。
                            
                                    联合运输（天津）有限公司(原“天津市东丽区联合运输有限公司”因股改上市前期准备于2016年3月1日正式更名，以下简称公司)，成立于1996年6月，坐落于东丽区津塘公路六号桥东，是一家股份制的民营企业，拥有大型厢式自有、挂靠车辆400余部。自2006年以来，每年营业额均在1.2"
孟先生,交科院科技公司是交通运输部科学研究院所属的智慧交通领域龙头公司，是国家认定的高新技术企业、软件企业。公司以“专业背景、专注行业、专心服务”为发展理念，坚持“研发打造具有自主知识产权的软硬件核心产品、提供行业信息化整体解决方案”的发展思路，长期专注于道路,交科院,本科,1-3年,https://www.zhipin.com/job_detail/bf32a351b8604b891XF-0tS6GFU~.html,.net开发工程师,8k-15k,北京市朝阳区和平里东街10号 1号楼,"岗位职责：1、承担具体系统功能模块编码实现（后台为主，会基本的前端js）；2、承担有关技术方案、文档的编写。任职要求：1、大学本科以上学历，1-3年软件开发经验，熟悉项目开发流程；2、熟悉asp.net、C#，熟悉JQUERY、AJAX开发，熟悉CSS，HTML；3、对相关的开源中间件如安全框架、工作流、规则组件、报表组件等有一定认识者优先；4、有政府业务系统开发经验者优先；5、能承受一定的工作压力；6、工作表现优秀者，如沟通能力突出，有方案编制能力和兴趣，可以转到业务项目经理岗位。
                            
                                    交科院科技公司是交通运输部科学研究院所属的智慧交通领域龙头公司，是国家认定的高新技术企业、软件企业。公司以“专业背景、专注行业、专心服务”为发展理念，坚持“研发打造具有自主知识产权的软硬件核心产品、提供行业信息化整体解决方案”的发展思路，长期专注于道路"
林先生,中科软科技股份有限公司成立于 1996 年 5 月，是专业从事计算机软件研发、应用、服务的大型软件开发集团公司，业务方向包括：大型行业应用软件开发和系统集成、行业通用软件产品、网络信息安全软件产品、大型网络应用软件组合平台、中间件软件产品及应用工具。主要领域涉及保险、金融、政府、能源、媒,中科软,本科,1-3年,https://www.zhipin.com/job_detail/895afbdcfd2cd7ba1nx72Nm7GVY~.html,Java,6k-12k,北京通州区新华人寿亦庄后援中心经海三路137号,"学历要求统招二本及以上，本科学历学信网可查，保险行业应用设计与开发  毕业年限要求18年及以前
                            
                                    中科软科技股份有限公司成立于 1996 年 5 月，是专业从事计算机软件研发、应用、服务的大型软件开发集团公司，业务方向包括：大型行业应用软件开发和系统集成、行业通用软件产品、网络信息安全软件产品、大型网络应用软件组合平台、中间件软件产品及应用工具。主要领域涉及保险、金融、政府、能源、媒"
罗先生,亚信科技拥有11000余名员工，业务遍布全国30余省。作为中国电信软件产品及相关服务的领军企业，凭借着对行业的深刻理解与优质的项目管理能力，提供了高性能、专业化、高可靠的电信级软件产品和优质服务。同时，亚信科技积极拓展非电信行业市场，大型企业客户涉及能源、广电、邮政、金融、保险、汽车等行业，在智慧社,亚信科技,本科,经验不限,https://www.zhipin.com/job_detail/18bd4819e873bd201Xx92N-4GFU~.html,数据仓库,8k-12k,北京朝阳区中国电信(大郊亭营业厅),"以建设维护电信业务的数据仓库为主要工作，负责现场需求开发和维护工作要求有一定的数据库基础，比较熟练的编写SQLLinux方面要求会简单常用的命令和shell脚本基础
                            
                                    亚信科技拥有11000余名员工，业务遍布全国30余省。作为中国电信软件产品及相关服务的领军企业，凭借着对行业的深刻理解与优质的项目管理能力，提供了高性能、专业化、高可靠的电信级软件产品和优质服务。同时，亚信科技积极拓展非电信行业市场，大型企业客户涉及能源、广电、邮政、金融、保险、汽车等行业，在智慧社"
宋女士,乐优艺术培训中心,传易互动,硕士,经验不限,https://www.zhipin.com/job_detail/366a10cbd41541ff1XN62tS8ElY~.html,java,15k-25k,北京海淀区网易北京研发中心B座5层,"高级JAVA工程师（海外项目）：学历：研究生 工作年限：不限 性别：不限 职位描述：1.负责大型分布式系统后端的设计和研发；2.负责产品和运营需求的评估和实现；3.为高并发、大数据量、跨国系统等场景提供技术解决方案；4.保持对最新技术的敏感度，积极调研和引入适合应用场景的新技术；5.（资深）负责技术的选型和整体系统架构的设计。 资格要求：1.知名院校研究生以上学历；2.具备扎实的计算机专业基本功。熟练使用Java，对JVM体系、Java并发编程等有自己的理解；3. 熟练掌握主流的开源框架设计理念，对Spring、Netty等有深入的了解、研究过源代码者优先；4. 熟练掌握关系型数据库Oracle或者Mysql的设计和开发要领；5. 熟悉微服务的设计理念，有实际的Spring Boot、Spring Cloud使用经验者优先；6. 熟悉分布式系统常见的开源技术，比如Zookeeper，Redis，Kafka，Dubbo。对这些技术有独到见解或在开源社区有所贡献者优先；7. 具备一定的运维和系统搭建能力，熟悉AWS或Google Cloud、对docker和DevOps理念有研究者优先；8. 具备较强的逻辑分析、数据分析和问题排查能力；9. 英语能力强，有过与国外公司进行技术对接或搭建跨国系统经验者优先；10. 有过支付系统、订单系统或其他交易系统的设计和架构经验者优先；
                            
                                    乐优艺术培训中心"
